System PWS ID,System Name,Source Water Type,Population,Sample Date,County,PFOS_ng_L,PFOA_ng_L,GenX_ng_L,PFBS_ng_L,PFNA_ng_L,PFHxS_ng_L,year
NC0471444,WEST PENDER MIDDLE SCHOOL,GW,242,3/6/2024,PENDER,13.5,8.3,ND,1.44,2.47,2.78,2024
NC0498401,S T  WOOTEN CORPORATION,GW,65,4/1/2024,WILSON,ND,ND,ND,ND,ND,ND,2024
NC1045046,BRIGHT FARMS,GW,50,4/24/2024,HENDERS,1.19,ND,ND,ND,ND,ND,2024
NC1050037,THE DIVIDE WATER SYSTEM,GW,81,4/23/2024,JACKSON,ND,ND,ND,ND,ND,ND,2024
NC1050084,SILVER RUN RESERVE,GW,38,4/23/2024,JACKSON,ND,ND,ND,ND,ND,ND,2024
NC1056011,BONNIE PLANTS - NEBO STATION,GW,50,6/18/2024,MCDOWEL,ND,ND,ND,ND,ND,ND,2024
NC1056012,NEW NORTH COVE ELEM SCHOOL,GW,450,3/12/2024,MCDOWEL,1.38,ND,ND,0.657,ND,ND,2024
NC1058027,WOODSON BRANCH NATURE SCHOOL,GW,125,6/19/2024,MADISON,ND,ND,ND,ND,ND,ND,2024
NC2018013,CHRISTIAN TOURS,GW,75,5/14/2024,CATAWBA,4.43,1.21,ND,ND,ND,ND,2024
NC2036015,UCS SPIRIT,GW,45,5/2/2024,GASTON,ND,ND,ND,ND,ND,ND,2024
NC2049028,STATESVILLE BRICK COMPANY,GW,70,4/23/2024,IREDELL,ND,ND,ND,2.26,ND,ND,2024
NC2049029,CODDLE CREEK ELEMENTARY SCHOOL,GW,700,4/11/2024,IREDELL,1.9,0.861,ND,ND,ND,ND,2024
NC2080006,UNIVERSAL FOREST PRODUCTS,GW,160,5/16/2024,ROWAN,ND,ND,ND,ND,ND,ND,2024
NC2080029,TIMBERRIDGE CAMP,GW,50,5/16/2024,ROWAN,1.78,9.64,ND,3.59,ND,0.771,2024
NC2080031,MILLBRIDGE ELEM SCHOOL,GW,762,4/25/2024,ROWAN,ND,ND,ND,ND,ND,ND,2024
NC2080069,LKQ SALISBURY INC,GW,25,5/16/2024,ROWAN,ND,ND,ND,ND,ND,ND,2024
NC3001028,CLOVER GARDEN HIGH SCHOOL,GW,300,4/16/2024,ALAMANCE,ND,ND,ND,ND,ND,ND,2024
NC3041019,OAK RIDGE COMMONS,GW,300,4/30/2024,GUILFORD,77.2,2.95,ND,14.1,ND,72.8,2024
NC3041019,OAK RIDGE COMMONS,GW,300,10/8/2024,GUILFORD,43.4,2.27,ND,8.16,ND,57.1,2024
NC3041073,HILLSDALE VILLAGE,GW,33,4/30/2024,GUILFORD,ND,ND,ND,ND,ND,ND,2024
NC3041074,NORTHERN ELEM SCHOOL,GW,702,3/12/2024,GUILFORD,ND,ND,ND,ND,ND,ND,2024
NC3041075,VILLAGE WOODS DEVELOPMENT,GW,38,5/28/2024,GUILFORD,ND,ND,ND,ND,ND,ND,2024
NC3041078,NORTHERN MIDDLE-HIGH SCHOOL,GW,2427,3/12/2024,GUILFORD,ND,ND,ND,ND,ND,ND,2024
NC3041079,SIXTY-EIGHT PLACE AT OAK RIDGE,GW,75,5/28/2024,GUILFORD,ND,ND,ND,0.847,ND,2.61,2024
NC3041084,BANK OF OAK RIDGE OPERATIONS CENT,GW,25,5/28/2024,GUILFORD,ND,0.991,ND,ND,ND,1.05,2024
NC3041088,GUNTER`S CROSSING,GW,40,7/9/2024,GUILFORD,ND,ND,ND,4.88,ND,ND,2024
NC3041100,GEORGE C SIMKINS JR ELEM SCHOOL,GW,673,3/12/2024,GUILFORD,ND,ND,ND,ND,ND,ND,2024
NC3079037,SMITH CAROLINA CORPORATION,GW,39,5/20/2024,ROCKINGH,ND,ND,ND,ND,ND,ND,2024
NC3079038,THE VILLAGE,GW,250,5/20/2024,ROCKINGH,1.01,0.965,ND,1.16,ND,ND,2024
NC3085007,STOKES COUNTY-MEADOWS WATER SYS,GW,288,4/30/2024,STOKES,0.972,2.18,ND,0.643,ND,ND,2024
NC3095003,RHA HEALTH SERVICES,GW,70,5/21/2024,WATAUGA,1.07,1.41,ND,ND,ND,0.767,2024
NC3095018,SAMARITANS PURSE CONFERENCE CENT,GW,220,5/21/2024,WATAUGA,ND,ND,ND,ND,ND,ND,2024
NC3095018,SAMARITANS PURSE CONFERENCE CENT,GW,220,5/21/2024,WATAUGA,ND,ND,ND,ND,ND,ND,2024
NC3095022,APPALCART TRANSIT FACILITY,GW,80,6/20/2024,WATAUGA,3.21,4.52,ND,5.68,ND,1.41,2024
NC3095022,APPALCART TRANSIT FACILITY,GW,80,6/20/2024,WATAUGA,2.72,4.49,ND,6.35,ND,1.38,2024
NC4032021,GLOBAL MONTESSORI ACADEMY,GW,35,2/29/2024,DURHAM,23.9,4.86,ND,16.1,0.828,2.12,2024
NC4064030,FREEDOM INDUSTRIES,GW,50,4/17/2024,NASH,ND,ND,ND,ND,ND,ND,2024
NC4093001,LAKESIDEMARKETPLACE FOOD LION SH,GW,45,5/1/2024,WARREN,ND,0.944,ND,0.641,ND,ND,2024
NC4093001,LAKESIDEMARKETPLACE FOOD LION SH,GW,45,5/1/2024,WARREN,ND,0.931,ND,0.626,ND,ND,2024
NC4392426,TODD ROAD SCHOOL,GW,101,3/7/2024,WAKE,ND,ND,ND,ND,ND,ND,2024
NC5078005,SANDERSON FARMS,GW,1300,3/18/2024,ROBESON,ND,ND,0.191,ND,ND,ND,2024
NC6059009,MARTIN CO WATER & SEWER DIST 2,SWP,2746,6/28/2024,MARTIN,ND,ND,ND,ND,ND,ND,2024
NC6059018,MARTIN CO. REGIONAL WASA AUTHORIT,GW,0,6/28/2024,MARTIN,ND,ND,ND,ND,ND,ND,2024
NC6059018,MARTIN CO. REGIONAL WASA AUTHORIT,GW,0,6/28/2024,MARTIN,ND,ND,ND,ND,ND,ND,2024
NC7016045,DOGWOOD FAMILY CAMPGROUND,GW,132,2/29/2024,CARTERET,ND,ND,ND,ND,ND,ND,2024
NC7065037,SPECIALTY ENGRAVING,GW,33,3/6/2024,NEW HAN,ND,ND,ND,ND,ND,ND,2024
