System Name,County,System PWS ID,SYS_SAMPLE_CODE,SYS_LOC_CODE,LOC_TYPE,Sample Date,LAB_SDG,GenX_ng_L,PFOA_ng_L,PFOS_ng_L,year
"Lincolnton, City of",Lincoln,NC0155010,NC0155010-S01-11072022-SW-PFAS,NC0155010-S01,INTAKE,11/7/2022,599898,ND,4.84,1.82 J,2022
"Lincolnton, City of",Lincoln,NC0155010,NC0155010-EP1-11072022-DW-PFAS,NC0155010-S01,INTAKE,11/7/2022,599898,ND,4.93,1.74 J,2022
"Lumberton, City of",Robeson,NC0378010,0378010-P01-20220915-DW-PFAS,NC0378010-S01,INTAKE,9/15/2022,593465,0.455,11.3,7.54,2022
"Lumberton, City of",Robeson,NC0378010,0378010-S01-20220915-RW-PFAS,NC0378010-S01,INTAKE,9/15/2022,593465,0.305 J,15.1,13.9,2022
"Lumberton, City of",Robeson,NC0378010,0378010-P01-20221003-DW-PFAS,NC0378010-S01,INTAKE,10/3/2022,595435,0.696,8.71,6.55,2022
"Lumberton, City of",Robeson,NC0378010,0378010-S01-20221003-RW-PFAS,NC0378010-S01,INTAKE,10/3/2022,595435,1.24,14.6,14.9,2022
"Lumberton, City of",Robeson,NC0378010,0378010-P01-20221107-DW-PFAS,NC0378010-S01,INTAKE,11/7/2022,599910,0.734,9.21,5.52,2022
"Lumberton, City of",Robeson,NC0378010,0378010-S01-20221107-RW-PFAS,NC0378010-S01,INTAKE,11/7/2022,599910,0.348 J,10.6,10.2,2022
Martin Co Regional WASA,Martin,NC6059015,6059015-P01-20220927-DW-PFAS,NC6059015-S01,INTAKE,9/27/2022,594716,1.04,2.6,3.86,2022
Martin Co Regional WASA,Martin,NC6059015,6059015-S01-20220927-RW-PFAS,NC6059015-S01,INTAKE,9/27/2022,594716,0.948,2.25,4.86,2022
Martin Co Regional WASA,Martin,NC6059015,6059015-P01-20221019-DW-PFAS,NC6059015-S01,INTAKE,10/19/2022,597514,1.35,3.00,3.07,2022
Martin Co Regional WASA,Martin,NC6059015,6059015-S01-20221019-RW-PFAS,NC6059015-S01,INTAKE,10/19/2022,597514,1.25,2.85,4.94,2022
Martin Co Regional WASA,Martin,NC6059015,6059015-P01-20221114-DW-PFAS,NC6059015-S01,INTAKE,11/14/2022,600788,1.28,3.09,4.21,2022
Martin Co Regional WASA,Martin,NC6059015,6059015-S01-20221114-RW-PFAS,NC6059015-S01,INTAKE,11/14/2022,600788,1.35,3.16,5.13,2022
"Maysville, Town of",Jones,NC0452010,0452010-000-20220927-DW-PFAS,NC0452010-W01,WSWELL,9/27/2022,594716,ND,ND,ND,2022
"Maysville, Town of",Jones,NC0452010,0452010-000-20221019-DW-PFAS,NC0452010-W01,WSWELL,10/19/2022,597514,ND,ND,ND,2022
"Maysville, Town of",Jones,NC0452010,0452010-000-20221114-DW-PFAS,NC0452010-W01,WSWELL,11/14/2022,600788,ND,ND,ND,2022
Montgomery County Water System,Montgomery,NC0362010,0362010-P01-20220922-DW-PFAS,NC0362010-S01,INTAKE,9/22/2022,594333,ND,3.12,6.25,2022
Montgomery County Water System,Montgomery,NC0362010,0362010-S01-20220922-RW-PFAS,NC0362010-S01,INTAKE,9/22/2022,594333,ND,2.38,5.66,2022
Montgomery County Water System,Montgomery,NC0362010,0362010-P01-20221006-DW-PFAS,NC0362010-S01,INTAKE,10/6/2022,595961,ND,3.35,5.82,2022
Montgomery County Water System,Montgomery,NC0362010,0362010-S01-20221006-RW-PFAS,NC0362010-S01,INTAKE,10/6/2022,595961,ND,3.32,6.68,2022
Montgomery County Water System,Montgomery,NC0362010,0362010-P01-20221109-DW-PFAS,NC0362010-S01,INTAKE,11/9/2022,600298,ND,2.78,6.09,2022
Montgomery County Water System,Montgomery,NC0362010,0362010-S01-20221109-RW-PFAS,NC0362010-S01,INTAKE,11/9/2022,600298,ND,2.61,5.94,2022
Neuse Regional Wtr & Swr Auth,Lenoir,NC6054001,6054001-S01-20220927-RW-PFAS,NC6054001-S01,INTAKE,9/27/2022,594716,ND,6.5,15.2,2022
Neuse Regional Wtr & Swr Auth,Lenoir,NC6054001,6054001-P01-20220927-DW-PFAS,NC6054001-S01,INTAKE,9/27/2022,594716,ND,5.4,10.8,2022
Neuse Regional Wtr & Swr Auth,Lenoir,NC6054001,6054001-P01-20221019-DW-PFAS,NC6054001-S01,INTAKE,10/19/2022,597514,0.199 J,5.42,12,2022
Neuse Regional Wtr & Swr Auth,Lenoir,NC6054001,6054001-S01-20221019-RW-PFAS,NC6054001-S01,INTAKE,10/19/2022,597514,0.214 J,7.01,12.4,2022
Neuse Regional Wtr & Swr Auth,Lenoir,NC6054001,6054001-S01-20221114-RW-PFAS,NC6054001-S01,INTAKE,11/14/2022,600788,0.279 J,5.7,11.8,2022
"Norwood, Town of",Stanly,NC0184015,NC0184015-100-09212020-DW-PFAS,NC0184015-RW1,INTAKE,9/21/2022,594141,ND,3.34,7.53,2022
"Norwood, Town of",Stanly,NC0184015,NC0184015-RW1-09212022-RW-PFAS,NC0184015-RW1,INTAKE,9/22/2022,594141,ND,2.42,7.28,2022
"Norwood, Town of",Stanly,NC0184015,NC0184015-RW1-10182022-RW-PFAS,NC0184015-RW1,INTAKE,10/18/2022,597361,ND,2.01,5.00,2022
"Norwood, Town of",Stanly,NC0184015,NC0184015-100-10182020-DW-PFAS,NC0184015-RW1,INTAKE,10/18/2022,597361,ND,2.33,5.28,2022
"Norwood, Town of",Stanly,NC0184015,NC0184015-100-11152022-DW-PFAS,NC0184015-RW1,INTAKE,11/15/2022,600922,ND,2.05,5.34,2022
"Norwood, Town of",Stanly,NC0184015,NC0184015-RW1-11152022-SW-PFAS,NC0184015-RW1,INTAKE,11/15/2022,600922,ND,2.21,4.38,2022
Orange Water & Sewer Authority,Orange,NC0368010,0368010-S01-20220915-RW-PFAS,NC0368010-S01,INTAKE,9/15/2022,593389,ND,1.37 J,3.36,2022
Orange Water & Sewer Authority,Orange,NC0368010,0368010-P01-20220915-DW-PFAS,NC0368010-S01,INTAKE,9/15/2022,593389,ND,16.6,11,2022
Orange Water & Sewer Authority,Orange,NC0368010,0368010-S01-20221005-RW-PFAS,NC0368010-S01,INTAKE,10/5/2022,595816,ND,1.84 J,3.45,2022
Orange Water & Sewer Authority,Orange,NC0368010,0368010-P01-20221005-DW-PFAS,NC0368010-S01,INTAKE,10/5/2022,595816,ND,20.2,18.8,2022
Orange Water & Sewer Authority,Orange,NC0368010,0368010-S01-20221116-RW-PFAS,NC0368010-S01,INTAKE,11/16/2022,601180,ND,1.40 J,2.53,2022
Orange Water & Sewer Authority,Orange,NC0368010,0368010-P01-20221116-DW-PFAS,NC0368010-S01,INTAKE,11/16/2022,601180,ND,17.8,9.88,2022
Pender County Utilities,Pender,NC7071011,7071011-WT1-20220919-DW-PFAS,NC7071011-S02,INTAKE,9/19/2022,593793,3.38,3.58,2.73,2022
Pender County Utilities,Pender,NC7071011,7071011-S02-20220919-RW-PFAS,NC7071011-S02,INTAKE,9/19/2022,593793,2.55,7.52,16.9,2022
Pender County Utilities,Pender,NC7071011,7071011-WT1-20221011-DW-PFAS,NC7071011-S02,INTAKE,10/11/2022,596425,4.95,4.29,2.8,2022
Pender County Utilities,Pender,NC7071011,7071011-S02-20221011-RW-PFAS,NC7071011-S02,INTAKE,10/11/2022,596425,4.09,6.26,9.47,2022
Pender County Utilities,Pender,NC7071011,7071011-WT1-20221101-DW-PFAS,NC7071011-S02,INTAKE,11/1/2022,599135,7.09 h,2.58 h,2.59 h,2022
Pender County Utilities,Pender,NC7071011,7071011-S02-20221101-RW-PFAS,NC7071011-S02,INTAKE,11/1/2022,599135,11.1 h,5.65 h,10.3 h,2022
Piedmont Triad Regional,Randolph,NC3076010,3076010-S01-20220922-RW-PFAS,NC3076010-S01,INTAKE,9/22/2022,594285,ND,7.24,13.3,2022
Piedmont Triad Regional,Randolph,NC3076010,3076010-P01-20220922-DW-PFAS,NC3076010-S01,INTAKE,9/22/2022,594285,ND,4.16,7.86,2022
Piedmont Triad Regional,Randolph,NC3076010,3076010-S01-20221013-RW-PFAS,NC3076010-S01,INTAKE,10/13/2022,596904,ND,5.95,12.1,2022
Piedmont Triad Regional,Randolph,NC3076010,3076010-P01-20221013-DW-PFAS,NC3076010-S01,INTAKE,10/13/2022,596904,ND,4.72,8.09,2022
Piedmont Triad Regional,Randolph,NC3076010,3076010-S01-20221110-RW-PFAS,NC3076010-S01,INTAKE,11/10/2022,600512,ND,6.52,13.3,2022
Piedmont Triad Regional,Randolph,NC3076010,3076010-P01-20221110-DW-PFAS,NC3076010-S01,INTAKE,11/10/2022,600512,ND,5.9,12,2022
Pilgrim's Pride Water System,Lee,NC0353130,0353130-S01-20220915-RW-PFAS,NC0353130-S01,INTAKE,9/15/2022,593389,ND,4.68,8.61,2022
Pilgrim's Pride Water System,Lee,NC0353130,0353130-P01-20220915-DW-PFAS,NC0353130-S01,INTAKE,9/15/2022,593389,ND,4.45,7.04,2022
Pilgrim's Pride Water System,Lee,NC0353130,0353130-S01-20221005-RW-PFAS,NC0353130-S01,INTAKE,10/5/2022,595816,ND,4.3,8.43,2022
Pilgrim's Pride Water System,Lee,NC0353130,0353130-P01-20221005-DW-PFAS,NC0353130-S01,INTAKE,10/5/2022,595816,ND,4.37,7.9,2022
Pilgrim's Pride Water System,Lee,NC0353130,0353130-P01-20221116-DW-PFAS,NC0353130-S01,INTAKE,11/16/2022,601180,ND,4.50 h,6.55 h,2022
Pilgrim's Pride Water System,Lee,NC0353130,0353130-S01-20221116-RW-PFAS,NC0353130-S01,INTAKE,11/16/2022,601180,ND,4.58 h,8.43 h,2022
"Pittsboro, Town of",Chatham,NC0319015,0319015-S01-20220915-RW-PFAS,NC0319015-S01,INTAKE,9/15/2022,593389,ND,9.82,13.5,2022
"Pittsboro, Town of",Chatham,NC0319015,0319015-P01-20220915-DW-PFAS,NC0319015-S01,INTAKE,9/15/2022,593389,ND,1.09 J,0.739 J,2022
"Pittsboro, Town of",Chatham,NC0319015,0319015-S01-20221005-RW-PFAS,NC0319015-S01,INTAKE,10/5/2022,595816,0.262 J,6.67,15.3,2022
"Pittsboro, Town of",Chatham,NC0319015,0319015-P01-20221005-DW-PFAS,NC0319015-S01,INTAKE,10/5/2022,595816,ND,ND,ND,2022
"Pittsboro, Town of",Chatham,NC0319015,0319015-S01-20221116-RW-PFAS,NC0319015-S01,INTAKE,11/16/2022,601180,0.205 J,11.2,14.6,2022
"Pittsboro, Town of",Chatham,NC0319015,0319015-P01-20221116-DW-PFAS,NC0319015-S01,INTAKE,11/16/2022,601180,ND,ND,ND,2022
"Rocky Mount, City of",Nash,NC0464010,0464010-S02-20220929-RW-PFAS,NC0464010-S02,INTAKE,9/29/2022,595429,ND,7.38,8.85,2022
"Rocky Mount, City of",Nash,NC0464010,0464010-WT2-20220929-DW-PFAS,NC0464010-S02,INTAKE,9/29/2022,595429,0.223 J,7.74,8.66,2022
"Rocky Mount, City of",Nash,NC0464010,0464010-S02-20221024-RW-PFAS,NC0464010-S02,INTAKE,10/24/2022,598061,ND,8.01 h,7.37 h,2022
"Rocky Mount, City of",Nash,NC0464010,0464010-WT2-20221024-DW-PFAS,NC0464010-S02,INTAKE,10/24/2022,598061,0.204 Jh,7.90 h,7.16 h,2022
"Rocky Mount, City of",Nash,NC0464010,0464010-S02-20221121-RW-PFAS,NC0464010-S02,INTAKE,11/21/2022,601609,ND,8.02,8.33,2022
"Rocky Mount, City of",Nash,NC0464010,0464010-WT2-20221121-DW-PFAS,NC0464010-S02,INTAKE,11/21/2022,601609,ND,8.58,8.78,2022
"Siler City, Town of",Chatham,NC0319010,0319010-S01-20220915-RW-PFAS,NC0319010-S01,INTAKE,9/15/2022,593389,ND,1.82 J,4.16,2022
"Siler City, Town of",Chatham,NC0319010,0319010-P01-20220915-DW-PFAS,NC0319010-S01,INTAKE,9/15/2022,593389,ND,2.03 J,4.12,2022
"Siler City, Town of",Chatham,NC0319010,0319010-S01-20221005-RW-PFAS,NC0319010-S01,INTAKE,10/5/2022,595816,ND,2.13,5.4,2022
"Siler City, Town of",Chatham,NC0319010,0319010-P01-20221005-DW-PFAS,NC0319010-S01,INTAKE,10/5/2022,595816,ND,1.67 J,5.47,2022
"Siler City, Town of",Chatham,NC0319010,0319010-S01-20221116-RW-PFAS,NC0319010-S01,INTAKE,11/16/2022,601180,ND,1.91,5.06,2022
"Siler City, Town of",Chatham,NC0319010,0319010-P01-20221116-DW-PFAS,NC0319010-S01,INTAKE,11/16/2022,601180,ND,2.15,5.78,2022
"Smithfield, Town of",Johnston,NC0351010,0351010-S01-20220919-RW-PFAS,NC0351010-S01,INTAKE,9/19/2022,593787,ND,6.48,7.78,2022
"Smithfield, Town of",Johnston,NC0351010,0351010-P01-20220919-DW-PFAS,NC0351010-S01,INTAKE,9/19/2022,593787,ND,5.76,8.43,2022
"Smithfield, Town of",Johnston,NC0351010,0351010-S01-20221018-RW-PFAS,NC0351010-S01,INTAKE,10/18/2022,597367,ND,6.28,7.79,2022
"Smithfield, Town of",Johnston,NC0351010,0351010-P01-20221018-DW-PFAS,NC0351010-S01,INTAKE,10/18/2022,597367,ND,6.88,9.44,2022
"Smithfield, Town of",Johnston,NC0351010,0351010-S01-20221103-RW-PFAS,NC0351010-S01,INTAKE,11/3/2022,599508,ND,8.65,11.6,2022
"Smithfield, Town of",Johnston,NC0351010,0351010-P01-20221103-DW-PFAS,NC0351010-S01,INTAKE,11/3/2022,599508,ND,8.81,8.09,2022
South Granville Wtr&Sewer Authority,Granville,NC0239107,0239107-WT1-20220926-DW-PFAS,NC0239107-S01,INTAKE,9/26/2022,594585,ND,6.71,15.2,2022
South Granville Wtr&Sewer Authority,Granville,NC0239107,0239107-S01-20220926-RW-PFAS,NC0239107-S01,INTAKE,9/26/2022,594585,ND,10.7,23.5,2022
South Granville Wtr&Sewer Authority,Granville,NC0239107,0239107-WT1-20221019-DW-PFAS,NC0239107-S01,INTAKE,10/19/2022,597505,ND,6.84,16,2022
South Granville Wtr&Sewer Authority,Granville,NC0239107,0239107-S01-20221019-RW-PFAS,NC0239107-S01,INTAKE,10/19/2022,597505,ND,10.1,19.7,2022
South Granville Wtr&Sewer Authority,Granville,NC0239107,0239107-WT1-20221117-DW-PFAS,NC0239107-S01,INTAKE,11/17/2022,601303,ND,8.48,17.4,2022
"Wagram, Town of",Scotland,NC0383020,0383020-W03-20220922-RW-PFAS,NC0383020-W03,WSWELL,9/22/2022,594333,ND,5.79,7.83,2022
"Wagram, Town of",Scotland,NC0383020,0383020-P03-20220922-DW-PFAS,NC0383020-W03,WSWELL,9/22/2022,594333,ND,6.3,8.15,2022
"Wagram, Town of",Scotland,NC0383020,0383020-P03-20221006-DW-PFAS,NC0383020-W03,WSWELL,10/6/2022,595961,ND,8.11,9.99,2022
"Wagram, Town of",Scotland,NC0383020,0383020-W03-20221006-RW-PFAS,NC0383020-W03,WSWELL,10/6/2022,595961,ND,8.19,9.13,2022
"Wagram, Town of",Scotland,NC0383020,0383020-P03-20221109-DW-PFAS,NC0383020-W03,WSWELL,11/9/2022,600298,ND,6.56,10.7,2022
"Wagram, Town of",Scotland,NC0383020,0383020-W03-20221109-RW-PFAS,NC0383020-W03,WSWELL,11/9/2022,600298,ND,6.65,10.6,2022
Weldon Water System,Halifax,NC0442020,0442020-S01-20220919-RW-PFAS,NC0442020-S01,INTAKE,9/19/2022,593787,1.05,2.96,3.41,2022
Weldon Water System,Halifax,NC0442020,0442020-WTI-20220919-DW-PFAS,NC0442020-S01,INTAKE,9/19/2022,593787,1.06,2.82,4.81,2022
Weldon Water System,Halifax,NC0442020,0442020-S01-20221018-RW-PFAS,NC0442020-S01,INTAKE,10/18/2022,597367,1.86,1.95,4.24,2022
Weldon Water System,Halifax,NC0442020,0442020-WT1-20221018-DW-PFAS,NC0442020-S01,INTAKE,10/18/2022,597367,1.69,2.55,3.6,2022
Weldon Water System,Halifax,NC0442020,0442020-S01-20221103-RW-PFAS,NC0442020-S01,INTAKE,11/3/2022,599508,1.44,2.58,4.61,2022
Weldon Water System,Halifax,NC0442020,0442020-WT1-20221103-DW-PFAS,NC0442020-S01,INTAKE,11/3/2022,599508,1.46,3.2,5.48,2022
"Wilson, City of",Wilson,NC0498010,0498010-S02-20220919-RW-PFAS,NC0498010-S02,INTAKE,9/19/2022,593787,0.219 J,1.37 J,2.07,2022
"Wilson, City of",Wilson,NC0498010,0498010-001-20220919-DW-PFAS,NC0498010-S02,INTAKE,9/19/2022,593787,0.255 J,1.04 J,1.69 J,2022
"Wilson, City of",Wilson,NC0498010,0498010-S02-20221018-RW-PFAS,NC0498010-S02,INTAKE,10/18/2022,597367,0.378 J,1.29 J,1.67 J,2022
"Wilson, City of",Wilson,NC0498010,0498010-001-20221018-DW-PFAS,NC0498010-S02,INTAKE,10/18/2022,597367,0.379 J,1.37 J,1.17 J,2022
"Wilson, City of",Wilson,NC0498010,0498010-S02-20221103-RW-PFAS,NC0498010-S02,INTAKE,11/3/2022,599508,0.348 J,2.56,2.43,2022
"Wilson, City of",Wilson,NC0498010,0498010-001-20221103-DW-PFAS,NC0498010-S02,INTAKE,11/3/2022,599508,0.303 J,1.92 J,1.67 J,2022
"Winston-Salem, City of",Forsyth,NC0234010,0234010-010-20220922-RW-PFAS,NC0234010-010,INTAKE,9/22/2022,594285,ND,ND,1.97 J,2022
"Winston-Salem, City of",Forsyth,NC0234010,0234010-WP1-20220922-DW-PFAS,NC0234010-010,INTAKE,9/22/2022,594285,ND,1.21 J,1.78 J,2022
"Winston-Salem, City of",Forsyth,NC0234010,0234010-010-20221013-RW-PFAS,NC0234010-010,INTAKE,10/13/2022,596904,ND,0.932 J,1.34 J,2022
"Winston-Salem, City of",Forsyth,NC0234010,0234010-WP1-20221013-DW-PFAS,NC0234010-010,INTAKE,10/13/2022,596904,ND,1.00 J,1.74 J,2022
"Winston-Salem, City of",Forsyth,NC0234010,0234010-010-20221110-RW-PFAS,NC0234010-010,INTAKE,11/10/2022,600512,ND,1.74 J,2.11,2022
"Winston-Salem, City of",Forsyth,NC0234010,0234010-WP1-20221110-DW-PFAS,NC0234010-010,INTAKE,11/10/2022,600512,ND,1.75 J,2.55,2022
Wrightsville Beach Water Syst,New Hanover,NC0465020,0465020-P04-20220919-DW-PFAS,NC0465020-R04,WSWELL,9/19/2022,593793,0.415 J,ND,ND,2022
Wrightsville Beach Water Syst,New Hanover,NC0465020,0465020-R04-20220919-RW-PFAS,NC0465020-R04,WSWELL,9/19/2022,593793,ND,ND,ND,2022
Wrightsville Beach Water Syst,New Hanover,NC0465020,0465020-P04-20221011-DW-PFAS,NC0465020-R04,WSWELL,10/11/2022,596425,ND,ND,ND,2022
Wrightsville Beach Water Syst,New Hanover,NC0465020,0465020-R04-20221011-RW-PFAS,NC0465020-R04,WSWELL,10/11/2022,596425,ND,ND,ND,2022
Wrightsville Beach Water Syst,New Hanover,NC0465020,0465020-R04-20221101-RW-PFAS,NC0465020-R04,WSWELL,11/1/2022,599135,ND,ND,ND,2022
Wrightsville Beach Water Syst,New Hanover,NC0465020,0465020-P04-20221101-DW-PFAS,NC0465020-R04,WSWELL,11/1/2022,599135,ND,ND,ND,2022
